4908.791704125 8 135.75986507891756 126.70837609696433 182.41636196169478
4908.791704125 12 135.44201984048354 125.87096195249944 35.305533317541375
4908.791704125 13 48.0372190096619 38.54949015409385 101.80300270556766
4908.791704125 19 96.3919084509055 86.07893974673505 36.288525920938994
4908.791704125 21 240.83314961589875 232.6529335088786 39.94231101504218
4908.791704125 25 308.2709210068273 298.48612656175885 21.092996506183656
4908.791704125 27 572.0570716550584 553.8113189940455 57.5431738480984
4908.791704125 29 256.5074073498705 248.5730310928604 208.35609809508315
4908.791704125 31 423.8742406042369 409.89868613558195 34.176221578342385
4908.791704125 33 518.7025744031806 502.53508228550254 11.05050477419599
4908.791704125 35 254.02340266847938 245.566641471091 147.3586507844464
4908.893704125 8 134.28504265474862 125.39835910451393 182.84632646131453
4908.893704125 12 135.23682293097772 126.55973405256907 35.44200641588785
4908.893704125 13 48.119856500541204 37.829000175400026 103.05141565378482
4908.893704125 19 96.53881334719614 86.01766122855034 36.19983096625393
4908.893704125 21 239.5379981158643 231.67808348193216 39.962824772690716
4908.893704125 25 308.9110370873691 298.8174356759976 20.499932344951777
4908.893704125 27 572.9107444540352 554.010131311275 56.99637576437284
4908.893704125 29 256.1894383689254 248.1065215774867 209.34858995141056
4908.893704125 31 423.8728463873093 410.7823670634543 35.79329472439811
4908.893704125 33 517.0037201274421 500.99965239912854 12.448012044052396
4908.893704125 35 254.0225862485165 245.47880308588583 147.95618073882795
4908.995704125 8 134.14798075512383 125.60568701480216 184.12583397040936
4908.995704125 12 134.35592268564457 125.84684813652864 35.28820118559588
4908.995704125 13 47.85228464691234 39.60850309045449 101.9123244913112
4908.995704125 19 95.06229308018835 86.83932973805769 36.91392728560781
4908.995704125 21 239.6732630491196 230.91062013959836 40.30488665379042
4908.995704125 25 307.6894857551433 297.443817093435 20.650635643378855
4908.995704125 27 572.5772651244499 552.8218757474637 57.37071754455391
4908.995704125 29 256.7138660969075 247.44859186351593 209.62107948865633
4908.995704125 31 424.4752266872548 409.7438808504042 34.62940814925317
4908.995704125 33 517.514559822979 500.2049186787335 12.812222671547035
4908.995704125 35 255.38055202383833 246.16033936774383 146.547584840205
4909.095704125 8 135.04120558182 125.85088339547812 183.3543704312693
4909.095704125 12 135.70314874622667 125.68795218648297 34.695216782975386
4909.095704125 13 47.93538357143509 38.68247411709564 102.30316117251071
4909.095704125 19 95.49927950698107 85.48943288847542 36.471607359693714
4909.095704125 21 240.12903666881613 231.51801214464146 40.423113065291275
4909.095704125 25 307.85220733337707 298.7737109121009 21.020253401263616
4909.095704125 27 572.0849803256622 554.0372591276412 57.50429694118677
4909.095704125 29 256.6183069647289 247.20563543009106 210.14938208211726
4909.095704125 31 424.30376596806957 410.0376577187705 35.776872740084315
4909.095704125 33 518.2576558075297 500.5843823412636 13.355758772874418
4909.095704125 35 253.89797990847157 245.02076030651992 147.43652517646748
4909.197704125 8 133.91860793940063 125.25670814542073 182.77377003655937
4909.197704125 12 135.78302493855153 125.52523812116556 34.3013780969206
4909.197704125 13 49.20279411177489 38.56613411663656 101.7284350895476
4909.197704125 19 94.95283372679958 87.4183679363908 35.31357938896411
4909.197704125 21 239.7383208497178 230.92569894196092 41.45534602577732
4909.197704125 25 307.46527284179376 298.9135500319725 20.78589633733252
4909.197704125 27 571.4169233283495 553.4305513746094 59.29344966200386
4909.197704125 29 256.62374435727367 248.7069551096048 208.99489434908918
4909.197704125 31 423.21936981979775 410.73855895670874 36.33044897030422
4909.197704125 33 516.784475047557 500.63140335250216 13.590189059978284
4909.197704125 35 253.72888798514907 245.98122298734418 148.01152889222337
4909.299704125 8 134.91975239994161 124.87471849444385 182.72054504323717
4909.299704125 12 135.00479193259235 126.14478947634304 35.244938521481124
4909.299704125 13 47.653604545052666 39.220573687285054 101.28237334166346
4909.299704125 19 96.2063648593278 86.56585432346 36.303289154903545
4909.299704125 21 240.1380787021518 232.03423286089512 41.27420431584905
4909.299704125 25 308.14973459692783 298.8343386355944 21.228906959484096
4909.299704125 27 572.0393855636485 554.0219445407047 58.71483705537297
4909.299704125 29 257.4312088502597 248.87920220848332 209.45142358102876
4909.299704125 31 424.11661223975347 409.74793125105356 35.33426184108024
4909.299704125 33 517.0086892583894 501.48783416045154 12.306524459567777
4909.299704125 35 253.60855141149196 245.80751688884348 147.4941068721969
4909.399704125 8 134.5288252084912 125.87147507817069 182.6527217646468
4909.399704125 12 134.89621954065584 126.81156374642565 34.71556586719702
4909.399704125 13 48.03358266014723 39.52093903854348 102.1497369460553
4909.399704125 19 95.09596509925971 87.18968385904621 35.89739446681362
4909.399704125 21 240.59815363099838 232.61786426012029 42.0243721402342
4909.399704125 25 308.76319387611403 299.03570047802265 20.89491514778523
4909.399704125 27 572.5707812789219 554.1458939302341 59.0249847243577
4909.399704125 29 255.96614897225066 247.93815268563256 209.0355874508875
4909.399704125 31 422.9976148109059 409.81484099368794 35.91736583627618
4909.399704125 33 518.5537695540181 500.3833695072989 13.234715282983469
4909.399704125 35 253.87092507694967 245.90905916539938 148.2728260056113
4909.501704125 8 133.45996812185845 126.41007054097035 182.43510506572244
4909.501704125 12 134.49528628482912 125.63789457281798 34.85652386464366
4909.501704125 13 48.81803399438582 38.93378328801238 101.8758033588994
4909.501704125 19 95.05957974774836 85.54920343253755 35.62515327281697
4909.501704125 21 239.51846745609436 231.62683738937093 39.4191653706413
4909.501704125 25 307.310839998656 298.0908817413912 19.787702276901296
4909.501704125 27 571.5660905954506 554.0601121563046 57.86564519996292
4909.501704125 29 255.9881189121167 247.9900201346092 209.07162230759977
4909.501704125 31 423.40051838897125 409.78780923674964 34.66817026896849
4909.501704125 33 518.4604584527339 501.43083987993816 11.523583409364536
4909.501704125 35 255.0517893957974 245.82815976183056 145.41663075677587
4909.603704125 8 133.38250106221915 124.68546433166917 182.4358957031621
